oracle_id,elo,mainboard,pickrate,picks,mainboards,name,mana_cost,type_line,oracle_text,rarity,colors,power,toughness,loyalty
e4d2dcbb-9910-482e-9e46-dfed2097509b,1260,1.0,0.074074074074074,8,4,Caves of Chaos Adventurer,{3}{R},Creature — Human Barbarian,"Trample
When Caves of Chaos Adventurer enters, you take the initiative.
Whenever Caves of Chaos Adventurer attacks, exile the top card of your library. If you've completed a dungeon, you may play that card this turn without paying its mana cost. Otherwise, you may play that card this turn.",rare,R,5,3,0.0
aa854d50-444c-49d9-bfb1-5476b33c1c0b,1258,0.8571428571428571,0.0853658536585365,14,6,Scute Swarm,{2}{G},Creature — Insect,"Landfall — Whenever a land you control enters, create a 1/1 green Insect creature token. If you control six or more lands, create a token that's a copy of Scute Swarm instead.",rare,G,1,1,0.0
c85d824b-c190-4d04-ab99-918ad0e6516c,1188,1.0,0.056338028169014,8,3,Endurance,{1}{G}{G},Creature — Elemental Incarnation,"Flash
Reach
When Endurance enters, up to one target player puts all the cards from their graveyard on the bottom of their library in a random order.
Evoke—Exile a green card from your hand.",mythic,G,3,4,0.0
a6abb6af-7ea2-43f3-8718-2a077ad0c947,1052,0.4285714285714285,0.0729166666666666,14,3,"Ob Nixilis, the Adversary",{1}{B}{R},Legendary Planeswalker — Nixilis,"Casualty X. The copy isn't legendary and has starting loyalty X. (As you cast this spell, you may sacrifice a creature with power X. When you do, copy this spell. The copy becomes a token.)
+1: Each opponent loses 2 life unless they discard a card. If you control a Demon or Devil, you gain 2 life.
−2: Create a 1/1 red Devil creature token with ""When this creature dies, it deals 1 damage to any target.""
−7: Target player draws seven cards and loses 7 life.",mythic,"B,R",0,0,3.0
032b8a0d-491a-4a12-ab9f-689010054d5b,992,0.0,0.0285714285714285,2,0,Prismatic Vista,0,Land,"{T}, Pay 1 life, Sacrifice Prismatic Vista: Search your library for a basic land card, put it onto the battlefield, then shuffle.",rare,C,0,0,0.0
9b7f1d05-707c-4ed3-9f0e-8ced1232c2ee,1316,1.0,0.1013513513513513,15,4,"Thalia, Guardian of Thraben",{1}{W},Legendary Creature — Human Soldier,"First strike
Noncreature spells cost {1} more to cast.",rare,W,2,1,0.0
d3b2d8a2-d3bc-448c-9cf6-6bead6010c28,1434,0.6153846153846154,0.1773049645390071,50,8,"Bristly Bill, Spine Sower",{1}{G},Legendary Creature — Plant Druid,"Landfall — Whenever a land you control enters, put a +1/+1 counter on target creature.
{3}{G}{G}: Double the number of +1/+1 counters on each creature you control.",mythic,G,2,2,0.0
7798a4d9-1c1d-48e6-b9a2-ecd6aec1efa7,1212,0.0,0.168,21,0,Palantír of Orthanc,{3},Legendary Artifact,"At the beginning of your end step, put an influence counter on Palantír of Orthanc and scry 2. Then target opponent may have you draw a card. If that player doesn't, you mill X cards, where X is the number of influence counters on Palantír of Orthanc, and that player loses life equal to the total mana value of those cards.",mythic,C,0,0,0.0
38515f89-348b-4cf3-b7bd-1f6fe4ce2fba,1060,1.0,0.0821917808219178,12,1,"Adeline, Resplendent Cathar",{1}{W}{W},Legendary Creature — Human Knight,"Vigilance
Adeline, Resplendent Cathar's power is equal to the number of creatures you control.
Whenever you attack, for each opponent, create a 1/1 white Human creature token that's tapped and attacking that player or a planeswalker they control.",rare,W,*,4,0.0
13ff3222-91cb-4796-a34e-899ed817694c,900,0.25,0.0423728813559322,5,1,Badlands,0,Land — Swamp Mountain,({T}: Add {B} or {R}.),rare,C,0,0,0.0
d57a8f0b-7989-4db5-8756-6f2690097252,1204,1.0,0.064,8,3,Damnation,{2}{B}{B},Sorcery,Destroy all creatures. They can't be regenerated.,rare,B,0,0,0.0
6c1d22d4-f28e-4041-a9b6-1575e8929b61,1456,1.0,0.1726618705035971,24,4,Nexus of Fate,{5}{U}{U},Instant,"Take an extra turn after this one.
If Nexus of Fate would be put into a graveyard from anywhere, reveal Nexus of Fate and shuffle it into its owner's library instead.",mythic,U,0,0,0.0
3407fe41-fdd3-4119-8f70-4bc4590a379f,906,1.0,0.0838709677419354,13,3,Negate,{1}{U},Instant,Counter target noncreature spell.,common,U,0,0,0.0
975ec9a3-6f20-4177-8211-82526e092538,1162,1.0,0.0522875816993464,8,3,Overgrown Tomb,0,Land — Swamp Forest,"({T}: Add {B} or {G}.)
As Overgrown Tomb enters, you may pay 2 life. If you don't, it enters tapped.",rare,C,0,0,0.0
33869ba6-13e5-4e48-8963-92f7965648fb,1168,1.0,0.0833333333333333,15,4,Felidar Guardian,{3}{W},Creature — Cat Beast,"When Felidar Guardian enters, you may exile another target permanent you control, then return that card to the battlefield under its owner's control.",rare,W,1,4,0.0
1f438b8f-fe23-4f3b-ab2e-f6c33676c462,770,0.0,0.0279720279720279,4,0,Opposition Agent,{2}{B},Creature — Human Rogue,"Flash
You control your opponents while they're searching their libraries.
While an opponent is searching their library, they exile each card they find. You may play those cards for as long as they remain exiled, and you may spend mana as though it were mana of any color to cast them.",rare,B,3,2,0.0
ec3471ad-b65c-4e35-a7d1-68da9555a9ec,1222,0.0,0.0473372781065088,8,0,Ethersworn Canonist,{1}{W},Artifact Creature — Human Cleric,Each player who has cast a nonartifact spell this turn can't cast additional nonartifact spells.,rare,W,2,2,0.0
8ed57194-7508-4aef-9373-64f7e80612d8,1296,0.0,0.110091743119266,12,0,Treachery,{3}{U}{U},Enchantment — Aura,"Enchant creature
When Treachery enters, untap up to five lands.
You control enchanted creature.",rare,U,0,0,0.0
d36e0c9f-c025-4dfe-9644-9cad2461ce38,674,1.0,0.0070921985815602,1,1,Gruul Signet,{2},Artifact,"{1}, {T}: Add {R}{G}.",uncommon,C,0,0,0.0
73864fcc-1bde-4bc0-831e-2b93e546e417,772,0.0,0.04,7,0,Godless Shrine,0,Land — Plains Swamp,"({T}: Add {W} or {B}.)
As Godless Shrine enters, you may pay 2 life. If you don't, it enters tapped.",rare,C,0,0,0.0
f6314e50-a610-4fff-8f60-803d23460ff0,1056,0.0,0.0773195876288659,15,0,Lizard Blades,{1}{R},Artifact Creature — Equipment Lizard,"Double strike
Equipped creature has double strike.
Reconfigure {2} ({2}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)",rare,R,1,1,0.0
0b8c3337-04dd-4798-8203-6d8b8cfb936b,756,1.0,0.0348837209302325,6,1,Lingering Souls,{2}{W},Sorcery,"Create two 1/1 white Spirit creature tokens with flying.
Flashback {1}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,W,0,0,0.0
bf1341dd-41a3-49f6-87ec-63170dde4324,936,1.0,0.0232558139534883,3,2,"Boseiju, Who Endures",0,Legendary Land,"{T}: Add {G}.
Channel — {1}{G}, Discard Boseiju, Who Endures: Destroy target artifact, enchantment, or nonbasic land an opponent controls. That player may search their library for a land card with a basic land type, put it onto the battlefield, then shuffle. This ability costs {1} less to activate for each legendary creature you control.",rare,C,0,0,0.0
0fd57894-b917-41c8-a394-360d1d31b236,1260,0.0,0.1027027027027027,19,0,Ephemerate,{W},Instant,"Exile target creature you control, then return it to the battlefield under its owner's control.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",rare,W,0,0,0.0
0c23fefe-9891-4dd8-9bb1-eebdb3274e31,1380,1.0,0.1451612903225806,27,12,Bloom Tender,{1}{G},Creature — Elf Druid,"{T}: For each color among permanents you control, add one mana of that color.",rare,G,1,1,0.0
f3abd4d1-a975-4e85-8684-aa0fce029670,1100,0.0,0.0903225806451612,14,0,Grave Titan,{4}{B}{B},Creature — Giant,"Deathtouch
Whenever Grave Titan enters or attacks, create two 2/2 black Zombie creature tokens.",mythic,B,6,6,0.0
3bc8a406-3ae7-4f56-a33c-b4a2c115b917,1098,0.0,0.0733333333333333,11,0,Stern Scolding,{U},Instant,Counter target creature spell with power or toughness 2 or less.,uncommon,U,0,0,0.0
d64e9152-ef24-4394-aeb0-9c3befc56549,1134,0.0,0.0730337078651685,13,0,Altar of Dementia,{2},Artifact,Sacrifice a creature: Target player mills cards equal to the sacrificed creature's power.,mythic,C,0,0,0.0
f1750962-a87c-49f6-b731-02ae971ac6ea,1304,0.5,0.0849056603773584,9,1,Hallowed Fountain,0,Land — Plains Island,"({T}: Add {W} or {U}.)
As Hallowed Fountain enters, you may pay 2 life. If you don't, it enters tapped.",rare,C,0,0,0.0
7bc4c7e2-6758-4a85-84e7-03ab93981106,1178,0.5,0.1136363636363636,30,6,"Tinybones, the Pickpocket",{B},Legendary Creature — Skeleton Rogue,"Deathtouch
Whenever Tinybones, the Pickpocket deals combat damage to a player, you may cast target nonland permanent card from that player's graveyard, and mana of any type can be spent to cast that spell.",mythic,B,1,1,0.0
6e9ef5ef-6aed-4d3e-a59b-9e3dc8740b1b,1180,1.0,0.0924369747899159,11,1,Raffine's Tower,0,Land — Plains Island Swamp,"({T}: Add {W}, {U}, or {B}.)
Raffine's Tower enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",rare,C,0,0,0.0
ed7bdb3e-5c51-4547-9266-76a791e0b2b0,1062,0.0,0.0542168674698795,9,0,Humility,{2}{W}{W},Enchantment,All creatures lose all abilities and have base power and toughness 1/1.,mythic,W,0,0,0.0
70486bee-6ee7-41ea-b834-8caf4699302b,1002,0.0,0.0873015873015873,11,0,Daze,{1}{U},Instant,"You may return an Island you control to its owner's hand rather than pay this spell's mana cost.
Counter target spell unless its controller pays {1}.",uncommon,U,0,0,0.0
0c85b8f7-0bd0-4680-9ec5-d4b110460a54,1356,0.0,0.1138211382113821,14,0,Fabled Passage,0,Land,"{T}, Sacrifice Fabled Passage: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Then if you control four or more lands, untap that land.",rare,C,0,0,0.0
05e9b55e-6329-48ec-b7d7-24c6b9692244,884,0.0,0.1041666666666666,25,0,"Nicol Bolas, Planeswalker",{4}{U}{B}{B}{R},Legendary Planeswalker — Bolas,"+3: Destroy target noncreature permanent.
−2: Gain control of target creature.
−9: Nicol Bolas, Planeswalker deals 7 damage to target player or planeswalker. That player or that planeswalker's controller discards seven cards, then sacrifices seven permanents.",mythic,"B,R,U",0,0,5.0
0c4bc9ea-a5fd-4f44-96a1-5448eee228c4,730,0.0,0.0180722891566265,3,0,Collector Ouphe,{1}{G},Creature — Ouphe,Activated abilities of artifacts can't be activated.,rare,G,2,2,0.0
e9da499c-fa43-4e94-8395-5c030ff39502,1320,1.0,0.1058823529411764,18,5,Price of Progress,{1}{R},Instant,Price of Progress deals damage to each player equal to twice the number of nonbasic lands that player controls.,uncommon,R,0,0,0.0
0e26b429-0469-474a-818a-2d4696c38a05,1154,0.2857142857142857,0.0718562874251497,12,2,Samwise the Stouthearted,{1}{W},Legendary Creature — Halfling Peasant,"Flash
When Samwise the Stouthearted enters, choose up to one target permanent card in your graveyard that was put there from the battlefield this turn. Return it to your hand. Then the Ring tempts you.",uncommon,W,2,1,0.0
6bae00e8-06cf-4ac4-a1cc-757e454109fe,1066,1.0,0.1052631578947368,12,1,Ketria Triome,0,Land — Forest Island Mountain,"({T}: Add {G}, {U}, or {R}.)
Ketria Triome enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",rare,C,0,0,0.0
d1a60f44-7696-49ee-91fb-cab5b3102962,1296,0.0,0.0820895522388059,11,0,Wurmcoil Engine,{6},Artifact Creature — Phyrexian Wurm,"Deathtouch, lifelink
When Wurmcoil Engine dies, create a 3/3 colorless Phyrexian Wurm artifact creature token with deathtouch and a 3/3 colorless Phyrexian Wurm artifact creature token with lifelink.",mythic,C,6,6,0.0
15d5b198-edbe-40f3-87e2-d72f7f0c58ab,1156,1.0,0.0985915492957746,14,7,Dance of the Dead,{1}{B},Enchantment — Aura,"Enchant creature card in a graveyard
When Dance of the Dead enters, if it's on the battlefield, it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with Dance of the Dead."" Put enchanted creature card onto the battlefield tapped under your control and attach Dance of the Dead to it. When Dance of the Dead leaves the battlefield, that creature's controller sacrifices it.
Enchanted creature gets +1/+1 and doesn't untap during its controller's untap step.
At the beginning of the upkeep of enchanted creature's controller, that player may pay {1}{B}. If the player does, untap that creature.",uncommon,B,0,0,0.0
c396db03-bf11-4e20-b630-4f9aa8fd78da,1540,1.0,0.140625,18,9,The Mightstone and Weakstone,{5},Legendary Artifact — Powerstone,"When The Mightstone and Weakstone enters, choose one —
• Draw two cards.
• Target creature gets -5/-5 until end of turn.
{T}: Add {C}{C}. This mana can't be spent to cast nonartifact spells.
(Melds with Urza, Lord Protector.)",rare,C,0,0,0.0
3bc757c1-3adb-4321-8832-8e1cc9e687f7,1064,0.0,0.0941176470588235,16,0,Lurrus of the Dream-Den,{1}{W/B}{W/B},Legendary Creature — Cat Nightmare,"Companion — Each permanent card in your starting deck has mana value 2 or less. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} as a sorcery.)
Lifelink
Once during each of your turns, you may cast a permanent spell with mana value 2 or less from your graveyard.",rare,"B,W",3,2,0.0
e6e4a8bd-5c40-4654-8de1-0da9afed90fd,1232,0.0,0.0828025477707006,13,0,Regrowth,{1}{G},Sorcery,Return target card from your graveyard to your hand.,uncommon,G,0,0,0.0
bffdfe7b-f17a-41b6-a460-80280fe497d4,1264,0.3333333333333333,0.1262458471760797,38,4,Collective Resistance,{1}{G},Instant,"Escalate {G} (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Destroy target artifact.
• Destroy target enchantment.
• Target creature gains hexproof and indestructible until end of turn.",uncommon,G,0,0,0.0
00625242-9348-4ef4-b975-f2ac82fee21d,1064,0.5,0.1063829787234042,20,3,Savai Triome,0,Land — Mountain Plains Swamp,"({T}: Add {R}, {W}, or {B}.)
Savai Triome enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",rare,C,0,0,0.0
33c722cf-b4bf-431f-aefd-ee96241a7fbf,1336,0.5714285714285714,0.1071428571428571,15,4,Crucible of Worlds,{3},Artifact,You may play lands from your graveyard.,mythic,C,0,0,0.0
f1c2dbe2-fbe0-4058-bdf1-91d1b1832786,1220,1.0,0.1203007518796992,16,3,Dauthi Voidwalker,{B}{B},Creature — Dauthi Rogue,"Shadow (This creature can block or be blocked by only creatures with shadow.)
If a card would be put into an opponent's graveyard from anywhere, instead exile it with a void counter on it.
{T}, Sacrifice Dauthi Voidwalker: Choose an exiled card an opponent owns with a void counter on it. You may play it this turn without paying its mana cost.",rare,B,3,2,0.0
dafd2713-d1bc-474b-b390-d2ff20b5375e,1114,0.0,0.0443037974683544,7,0,Monastery Swiftspear,{R},Creature — Human Monk,"Haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",rare,R,1,2,0.0
1861e642-21d5-4232-89f3-b5557f2946c1,968,0.25,0.0446927374301676,8,1,Phyrexian Tower,0,Legendary Land,"{T}: Add {C}.
{T}, Sacrifice a creature: Add {B}{B}.",mythic,C,0,0,0.0
d5d91377-fd66-4dbe-a092-07f2ea379ca7,672,1.0,0.023391812865497,4,1,"Leovold, Emissary of Trest",{B}{G}{U},Legendary Creature — Elf Advisor,"Each opponent can't draw more than one card each turn.
Whenever you or a permanent you control becomes the target of a spell or ability an opponent controls, you may draw a card.",mythic,"B,G,U",3,3,0.0
265236d1-d96c-4424-835e-a0fe91c41170,1270,1.0,0.0977011494252873,17,6,Ravages of War,{3}{W},Sorcery,Destroy all lands.,mythic,W,0,0,0.0
2111588d-9af5-4a33-989e-b074d83f0463,1848,1.0,0.3870967741935484,36,10,Library of Alexandria,0,Land,"{T}: Add {C}.
{T}: Draw a card. Activate only if you have exactly seven cards in hand.",mythic,C,0,0,0.0
6a23963c-21dc-4d21-8d28-5abad7f859a1,960,0.0,0.09375,18,0,Arena Rector,{3}{W},Creature — Human Cleric,"When Arena Rector dies, you may exile it. If you do, search your library for a planeswalker card, put it onto the battlefield, then shuffle.",rare,W,1,2,0.0
cb9994b9-924b-4e10-9075-9cfbec88f2bf,1182,1.0,0.0849673202614379,13,6,Luminarch Aspirant,{1}{W},Creature — Human Cleric,"At the beginning of combat on your turn, put a +1/+1 counter on target creature you control.",rare,W,1,1,0.0
f748b2fb-6c2a-400a-8e96-fa4e4a1dfe80,1108,1.0,0.0517241379310344,6,1,Shelldock Isle,0,Land,"Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.)
Shelldock Isle enters tapped.
{T}: Add {U}.
{U}, {T}: You may play the exiled card without paying its mana cost if a library has twenty or fewer cards in it.",rare,C,0,0,0.0
c7a15ca4-085f-4d92-8387-c3711c04c8fa,1224,1.0,0.0839694656488549,11,4,Plateau,0,Land — Mountain Plains,({T}: Add {R} or {W}.),rare,C,0,0,0.0
d38937a6-ab1c-4de8-a278-d81a6ce0d921,1594,0.75,0.2439024390243902,30,3,Paradox Engine,{5},Legendary Artifact,"Whenever you cast a spell, untap all nonland permanents you control.",mythic,C,0,0,0.0
1ed9e351-0000-4b75-8ecb-d15bd88df68a,1202,0.6153846153846154,0.2179487179487179,68,8,"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar",0,Legendary Creature — Moonfolk Wizard // Legendary Planeswalker — Tamiyo,,mythic,C,0,0,0.0
4b033a0a-c1ae-44d7-9662-72cbbfda024b,1380,0.25,0.1419753086419753,23,1,Aether Spellbomb,{1},Artifact,"{U}, Sacrifice Aether Spellbomb: Return target creature to its owner's hand.
{1}, Sacrifice Aether Spellbomb: Draw a card.",common,C,0,0,0.0
1cf51f50-24e4-48d0-95b3-1dad3ffa4bf5,720,0.4,0.0375,6,2,Golgari Signet,{2},Artifact,"{1}, {T}: Add {B}{G}.",uncommon,C,0,0,0.0
24661b81-6bee-4ad8-b3ab-53cb65005c51,1492,1.0,0.1,14,6,Goblin Rabblemaster,{2}{R},Creature — Goblin Warrior,"Other Goblin creatures you control attack each combat if able.
At the beginning of combat on your turn, create a 1/1 red Goblin creature token with haste.
Whenever Goblin Rabblemaster attacks, it gets +1/+0 until end of turn for each other attacking Goblin.",rare,R,2,2,0.0
d1b815d1-2848-40d4-a555-66822d1becbc,1412,0.4285714285714285,0.1651376146788991,18,3,Channel,{G}{G},Sorcery,"Until end of turn, any time you could activate a mana ability, you may pay 1 life. If you do, add {C}.",uncommon,G,0,0,0.0
0ff11a61-6fe3-4c70-aba8-417023a5e54e,950,0.5882352941176471,0.149090909090909,41,10,"Nadu, Winged Wisdom",{1}{G}{U},Legendary Creature — Bird Wizard,"Flying
Creatures you control have ""Whenever this creature becomes the target of a spell or ability, reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand. This ability triggers only twice each turn.""",rare,"G,U",3,4,0.0
878b6808-48af-4047-ac35-bfc58bf92e7d,1222,1.0,0.1188118811881188,24,11,Goblin Bushwhacker,{R},Creature — Goblin Warrior,"Kicker {R} (You may pay an additional {R} as you cast this spell.)
When Goblin Bushwhacker enters, if it was kicked, creatures you control get +1/+0 and gain haste until end of turn.",common,R,1,1,0.0
d6d72f5f-8f5d-4180-b514-f22ff5482902,1276,1.0,0.1171171171171171,13,2,Bonecrusher Giant // Stomp,{2}{R} // {1}{R},Creature — Giant // Instant — Adventure,,rare,R,4,3,0.0
73e7a2ad-d11c-4867-b97d-f971809da778,1042,0.4285714285714285,0.1428571428571428,28,3,Glacial Chasm,0,Land,"Cumulative upkeep—Pay 2 life. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
When Glacial Chasm enters, sacrifice a land.
Creatures you control can't attack.
Prevent all damage that would be dealt to you.",mythic,C,0,0,0.0
f7f76f39-a0de-4bda-86b6-0f291892fcec,1190,1.0,0.0510948905109489,7,3,Yawgmoth's Bargain,{4}{B}{B},Enchantment,"Skip your draw step.
Pay 1 life: Draw a card.",mythic,B,0,0,0.0
69b409b3-fa16-4c79-8b46-215a7036ed46,1378,0.625,0.1694915254237288,30,5,The Tabernacle at Pendrell Vale,0,Legendary Land,"All creatures have ""At the beginning of your upkeep, destroy this creature unless you pay {1}.""",special,C,0,0,0.0
30b24e8e-3b0e-4d8e-90f3-f66eb7c1858c,1480,1.0,0.1610738255033557,24,6,Eternal Witness,{1}{G}{G},Creature — Human Shaman,"When Eternal Witness enters, you may return target card from your graveyard to your hand.",uncommon,G,2,1,0.0
4b515bb0-f275-4400-8032-3173b799ab40,1554,0.4,0.1568627450980392,16,2,Walking Ballista,{X}{X},Artifact Creature — Construct,"Walking Ballista enters with X +1/+1 counters on it.
{4}: Put a +1/+1 counter on Walking Ballista.
Remove a +1/+1 counter from Walking Ballista: It deals 1 damage to any target.",rare,C,0,0,0.0
b1544f21-7e98-461b-aed5-e748b0168c52,2154,1.0,0.3809523809523809,32,10,Swords to Plowshares,{W},Instant,Exile target creature. Its controller gains life equal to its power.,mythic,W,0,0,0.0
454a8902-8120-4373-96ee-bbf352b04e8d,1114,1.0,0.0584415584415584,9,4,Hero of Bladehold,{2}{W}{W},Creature — Human Knight,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)
Whenever Hero of Bladehold attacks, create two 1/1 white Soldier creature tokens that are tapped and attacking.",mythic,W,3,4,0.0
9fc28e1f-f4ea-4bf8-9442-a36dba3b3b29,772,0.5,0.0687830687830687,13,1,Goblin Welder,{R},Creature — Goblin Artificer,"{T}: Choose target artifact a player controls and target artifact card in that player's graveyard. If both targets are still legal as this ability resolves, that player simultaneously sacrifices the artifact and returns the artifact card to the battlefield.",rare,R,1,1,0.0
53f7c868-b03e-4fc2-8dcf-a75bbfa3272b,916,0.0,0.0543478260869565,5,0,Dark Ritual,{B},Instant,Add {B}{B}{B}.,common,B,0,0,0.0
32e5339e-9e4f-46f8-b305-f9d6d3ba8bb5,1528,1.0,0.1372549019607843,14,2,Lotus Petal,{0},Artifact,"{T}, Sacrifice Lotus Petal: Add one mana of any color.",common,C,0,0,0.0
e49d745c-5130-4b54-bcbb-643b08528456,1200,0.875,0.0989010989010989,18,7,"Kytheon, Hero of Akros // Gideon, Battle-Forged",0,Legendary Creature — Human Soldier // Legendary Planeswalker — Gideon,,mythic,C,0,0,0.0
f3c7af78-a77d-4134-82a2-a5ce84285a84,1558,1.0,0.1530612244897959,15,8,Flooded Strand,0,Land,"{T}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card, put it onto the battlefield, then shuffle.",rare,C,0,0,0.0
